Time [s],Packet ID,MOSI,MISO
6.350820875000000,0,0xAE,
6.350949708333333,0,0xA0,
6.351078583333333,0,0x72,
6.351207416666667,0,0xA1,
6.351336208333334,0,0x00,
6.351465083333333,0,0xA2,
6.351593916666666,0,0x00,
6.351722791666667,0,0xA4,
6.351851666666667,0,0xA8,
6.351980500000000,0,0x3F,
6.352109375000000,0,0xAD,
6.352238208333334,0,0x8E,
6.352367083333333,0,0xB0,
6.352495916666666,0,0x0B,
6.352624708333333,0,0xB1,
6.352753541666667,0,0x31,
6.352882375000000,0,0xB3,
6.353011208333333,0,0xF0,
6.353140041666666,0,0x8A,
6.353268875000000,0,0x64,
6.353397750000000,0,0x8B,
6.353526541666667,0,0x78,
6.353655375000000,0,0x8C,
6.353784208333333,0,0x64,
6.353913041666667,0,0xBB,
6.354041916666667,0,0x3A,
6.354170750000000,0,0xBE,
6.354299583333333,0,0x3E,
6.354428416666667,0,0x87,
6.354557291666667,0,0x06,
6.354686166666666,0,0x81,
6.354815000000000,0,0x91,
6.354943833333333,0,0x82,
6.355072666666667,0,0x50,
6.355201541666666,0,0x83,
6.355330375000000,0,0x7D,
6.355459208333333,0,0xAF,
6.355588041666667,0,0x15,
6.355716875000000,0,0x00,
6.355845708333334,0,0x5F,
6.355974541666667,0,0x75,
6.356103333333333,0,0x00,
6.356232166666667,0,0x3F,
6.356361000000000,0,0x5C,
6.356489083333333,0,0x00,
6.356615166666667,0,0x00,
6.356742750000000,0,0x00,
6.356868833333333,0,0x00,
6.356996416666667,0,0x00,
6.357122500000000,0,0x00,
6.357250083333334,0,0x00,
6.357376208333333,0,0x00,
6.357503791666667,0,0x00,
6.357629875000000,0,0x00,
6.357757458333333,0,0x00,
6.357883583333333,0,0x00,
6.358011166666667,0,0x00,
6.358137250000000,0,0x00,
6.358264875000000,0,0x00,
6.358390958333334,0,0x00,
6.358518541666666,0,0x00,
6.358644625000000,0,0x00,
6.358772208333333,0,0x00,
6.358898291666667,0,0x00,
6.359025916666667,0,0x00,
6.359152000000000,0,0x00,
6.359279583333334,0,0x00,
6.359405666666667,0,0x00,
6.359533250000000,0,0x00,
6.359659333333333,0,0x00,
6.359786916666667,0,0x00,
6.359913000000000,0,0x00,
6.360040583333333,0,0x00,
6.360166666666666,0,0x00,
6.360294291666666,0,0x00,
6.360420375000000,0,0x00,
6.360547958333333,0,0x00,
6.360674083333334,0,0x00,
6.360801708333334,0,0x00,
6.360927833333333,0,0x00,
6.361055416666667,0,0x00,
6.361181500000000,0,0x00,
6.361309125000000,0,0x00,
6.361435208333333,0,0x00,
6.361562791666667,0,0x00,
6.361688875000000,0,0x00,
6.361816458333333,0,0x00,
6.361942541666667,0,0x00,
6.362070125000000,0,0x00,
6.362196208333334,0,0x00,
6.362323791666666,0,0x00,
6.362449916666667,0,0x00,
6.362577500000000,0,0x00,
6.362703625000000,0,0x00,
6.362831208333334,0,0x00,
6.362957291666667,0,0x00,
6.363084916666667,0,0x00,
6.363211000000000,0,0x00,
6.363338625000000,0,0x00,
6.363464708333334,0,0x00,
6.363592291666667,0,0x00,
6.363718416666667,0,0x00,
6.363846000000000,0,0x00,
6.363972083333334,0,0x00,
6.364099708333334,0,0x00,
6.364225791666667,0,0x00,
6.364353375000000,0,0x00,
6.364479458333333,0,0x00,
6.364607041666667,0,0x00,
6.364733166666666,0,0x00,
6.364860791666667,0,0x00,
6.364986916666667,0,0x00,
6.365114541666666,0,0x00,
6.365240666666667,0,0x00,
6.365368291666667,0,0x00,
6.365494375000000,0,0x00,
6.365622000000000,0,0x00,
6.365748083333333,0,0x00,
6.365875708333333,0,0x00,
6.366001791666666,0,0x00,
6.366129375000000,0,0x00,
6.366255416666666,0,0x00,
6.366383000000000,0,0x00,
6.366509083333334,0,0x00,
6.366636708333333,0,0x00,
6.366762791666667,0,0x00,
6.366890416666667,0,0x00,
6.367016500000000,0,0x00,
6.367144125000000,0,0x00,
6.367270208333333,0,0x00,
6.367397833333333,0,0x00,
6.367523916666666,0,0x00,
6.367651500000000,0,0x00,
6.367777625000000,0,0x00,
6.367905208333333,0,0x00,
6.368031291666667,0,0x00,
6.368158916666666,0,0x00,
6.368285000000000,0,0x00,
6.368412583333333,0,0x00,
6.368538708333333,0,0x00,
6.368666291666667,0,0x00,
6.368792375000000,0,0x00,
6.368919958333334,0,0x00,
6.369046083333333,0,0x00,
6.369173666666667,0,0x00,
6.369299750000000,0,0x00,
6.369427333333333,0,0x00,
6.369553416666666,0,0x00,
6.369681041666666,0,0x00,
6.369807125000000,0,0x00,
6.369934666666667,0,0x00,
6.370060750000000,0,0x00,
6.370188333333333,0,0x00,
6.370314416666667,0,0x00,
6.370442000000000,0,0x00,
6.370568083333334,0,0x00,
6.370695666666666,0,0x00,
6.370821750000000,0,0x00,
6.370949375000000,0,0x00,
6.371075458333333,0,0x00,
6.371203041666667,0,0x00,
6.371329125000000,0,0x00,
6.371456708333334,0,0x00,
6.371582791666667,0,0x00,
6.371710375000000,0,0x00,
6.371836458333333,0,0x00,
6.371964041666667,0,0x00,
6.372090125000000,0,0x00,
6.372217708333333,0,0x00,
6.372343791666666,0,0x00,
6.372471375000000,0,0x00,
6.372597458333333,0,0x00,
6.372725083333333,0,0x00,
6.372851166666667,0,0x00,
6.372978750000000,0,0x00,
6.373104833333334,0,0x00,
6.373232458333334,0,0x00,
6.373358541666667,0,0x00,
6.373486125000000,0,0x00,
6.373612208333333,0,0x00,
6.373739791666667,0,0x00,
6.373865916666666,0,0x00,
6.373993500000000,0,0x00,
6.374119583333333,0,0x00,
6.374247166666667,0,0x00,
6.374373250000000,0,0x00,
6.374500833333333,0,0x00,
6.374626916666666,0,0x00,
6.374754500000000,0,0x00,
6.374880583333334,0,0x00,
6.375008166666666,0,0x00,
6.375134291666667,0,0x00,
6.375261875000000,0,0x00,
6.375387958333333,0,0x00,
6.375515541666666,0,0x00,
6.375641625000000,0,0x00,
6.375769208333334,0,0x00,
6.375895333333333,0,0x00,
6.376022916666667,0,0x00,
6.376149000000000,0,0x00,
6.376276583333333,0,0x00,
6.376402666666666,0,0x00,
6.376530291666667,0,0x00,
6.376656375000000,0,0x00,
6.376783958333333,0,0x00,
6.376910041666667,0,0x00,
6.377037625000000,0,0x00,
6.377163750000000,0,0x00,
6.377291333333333,0,0x00,
6.377417416666667,0,0x00,
6.377545000000000,0,0x00,
6.377671083333333,0,0x00,
6.377798666666667,0,0x00,
6.377924791666667,0,0x00,
6.378052375000000,0,0x00,
6.378178458333333,0,0x00,
6.378306083333333,0,0x00,
6.378432166666666,0,0x00,
6.378559791666667,0,0x00,
6.378685875000000,0,0x00,
6.378813458333333,0,0x00,
6.378939583333334,0,0x00,
6.379067166666666,0,0x00,
6.379193250000000,0,0x00,
6.379320833333334,0,0x00,
6.379446958333333,0,0x00,
6.379574541666667,0,0x00,
6.379700666666666,0,0x00,
6.379828250000000,0,0x00,
6.379954375000000,0,0x00,
6.380081958333333,0,0x00,
6.380208083333334,0,0x00,
6.380335666666666,0,0x00,
6.380461750000000,0,0x00,
6.380589333333333,0,0x00,
6.380715458333333,0,0x00,
6.380843041666667,0,0x00,
6.380969125000000,0,0x00,
6.381096666666667,0,0x00,
6.381222750000000,0,0x00,
